CustomerID,Monetary_Total,Recency,Frequency,Monetary_Average,LastPurchase,Recency Score,Frequency Score,Monetary Score,RFM_Score,Country,M_Scaled,F_Scaled,Cluster
12483.0,1910.9800000000005,-18,8,238.87250000000006,2011-11-22,4,5,3,453,Sweden,0.024116659725640158,0.03431372549019608,0
12484.0,3939.319999999996,-104,4,984.829999999999,2011-08-28,2,4,5,245,Spain,0.09942881661807938,0.014705882352941176,3
12488.0,1244.6600000000003,-10,3,414.88666666666677,2011-11-30,5,3,4,534,France,0.04188711787545696,0.00980392156862745,0
12489.0,298.93,-162,1,298.93,2011-07-01,2,2,3,223,France,0.030180088087936496,0.0,0
12490.0,4859.930000000001,-18,10,485.9930000000001,2011-11-22,4,5,5,455,France,0.04906604071227553,0.044117647058823525,0
12491.0,424.4000000000001,-333,1,424.4000000000001,2011-01-11,1,2,4,124,France,0.04284758767778494,0.0,0
12492.0,227.20999999999998,-106,2,113.60499999999999,2011-08-26,2,2,1,221,Germany,0.011469604613889623,0.004901960784313725,0
12493.0,379.74,-166,2,189.87,2011-06-27,2,2,2,222,France,0.019169348426910992,0.004901960784313725,0
12494.0,1079.1500000000005,-16,6,179.85833333333343,2011-11-24,5,4,2,542,France,0.018158566699058132,0.024509803921568627,0
12497.0,953.1,-82,1,953.1,2011-09-19,3,2,5,325,Germany,0.09622534358081247,0.0,3
12498.0,349.7,-22,3,116.56666666666666,2011-11-18,4,3,1,431,Germany,0.011768615622778344,0.00980392156862745,0
12500.0,4047.92,-24,11,367.9927272727273,2011-11-16,4,5,4,454,Germany,0.037152687668721436,0.04901960784313726,0
12501.0,2025.3899999999992,-162,1,2025.3899999999992,2011-07-01,2,2,5,225,Germany,0.20448415552947402,0.0,3
12502.0,2995.870000000001,-188,5,599.1740000000002,2011-06-05,2,4,5,245,Spain,0.06049283812264165,0.0196078431372549,0
12504.0,395.4,-90,1,395.4,2011-09-11,2,2,4,224,Germany,0.0399197364933934,0.0,0
12506.0,73.50000000000003,-233,1,73.50000000000003,2011-04-21,1,2,1,121,France,0.007420588346647486,0.0,0
12507.0,1006.0599999999998,-135,2,503.0299999999999,2011-07-28,2,2,5,225,Spain,0.050786102802912694,0.004901960784313725,0
12508.0,397.8800000000001,-27,2,198.94000000000005,2011-11-13,4,2,2,422,France,0.02008505912492586,0.004901960784313725,0
12509.0,158.5,-285,1,158.5,2011-02-28,1,2,2,122,France,0.01600222112848471,0.0,0
12510.0,814.57,-143,2,407.285,2011-07-20,2,2,4,224,Spain,0.041119650677065585,0.004901960784313725,0
12512.0,132.18000000000006,-244,2,66.09000000000003,2011-04-10,1,2,1,121,Israel,0.0066724718888426186,0.004901960784313725,0
12513.0,558.2900000000001,-113,1,558.2900000000001,2011-08-19,2,2,5,225,France,0.05636517371496359,0.0,0
12514.0,1017.6800000000002,-268,1,1017.6800000000002,2011-03-17,1,2,5,125,Italy,0.10274536528729541,0.0,3
12515.0,278.7,-354,1,278.7,2010-12-21,1,2,3,123,Italy,0.028137659485859234,0.0,0
12516.0,1186.06,-4,2,593.03,2011-12-06,5,2,5,525,Germany,0.059872537513093294,0.004901960784313725,0
12517.0,2281.8000000000006,-29,4,570.4500000000002,2011-11-11,4,4,5,445,Germany,0.05759285200469467,0.014705882352941176,0
12518.0,1840.8899999999996,0,5,368.17799999999994,2011-12-10,5,4,4,544,Germany,0.03717139287472077,0.0196078431372549,0
12519.0,276.84,-153,1,276.84,2011-07-10,2,2,3,223,Germany,0.0279498731685155,0.0,0
12520.0,2346.259999999999,-37,5,469.2519999999998,2011-11-03,4,4,5,445,Germany,0.04737586289579624,0.0196078431372549,0
12521.0,545.6800000000001,-143,1,545.6800000000001,2011-07-20,2,2,5,225,Germany,0.055092063251681624,0.0,0
12522.0,156.72000000000003,-40,2,78.36000000000001,2011-10-31,4,2,1,421,Germany,0.007911255820997238,0.004901960784313725,0
12523.0,1699.7700000000004,-9,11,154.5245454545455,2011-12-01,5,5,1,551,France,0.015600857704367343,0.04901960784313726,0
12524.0,3945.72,-10,8,493.215,2011-11-30,5,5,5,555,Germany,0.049795176617574675,0.03431372549019608,0
12526.0,1172.6600000000003,-54,3,390.88666666666677,2011-10-17,3,3,4,334,Germany,0.0394640686194088,0.00980392156862745,0
12527.0,330.71000000000004,-82,3,110.23666666666668,2011-09-19,3,3,1,331,Germany,0.011129536381495645,0.00980392156862745,0
12528.0,1645.4800000000002,-10,6,274.2466666666667,2011-11-30,5,4,3,543,Germany,0.02768804923501475,0.024509803921568627,0
12530.0,1500.2799999999995,-30,4,375.0699999999999,2011-11-10,4,4,4,444,Germany,0.037867211852749265,0.014705882352941176,0
12531.0,125.22,-15,1,125.22,2011-11-25,5,2,1,521,Germany,0.012642259493431264,0.0,0
12532.0,313.83,-90,1,313.83,2011-09-11,2,2,3,223,France,0.031684397834399726,0.0,0
12534.0,981.1800000000001,-336,1,981.1800000000001,2011-01-08,1,2,5,125,Germany,0.09906031121038883,0.0,3
12535.0,716.3500000000001,-92,2,358.17500000000007,2011-09-09,2,2,4,224,France,0.03616148613687705,0.004901960784313725,0
12536.0,4279.710000000004,-30,1,4279.710000000004,2011-11-10,4,2,5,425,France,0.43208117215007796,0.0,1
12538.0,363.95,-60,1,363.95,2011-10-11,3,2,4,324,Spain,0.036744532364113625,0.0,0
12539.0,5568.349999999995,-23,4,1392.0874999999987,2011-11-17,4,4,5,445,Spain,0.14054569088453905,0.014705882352941176,3
12540.0,11580.239999999994,-20,17,681.1905882352938,2011-11-20,4,5,5,455,Spain,0.06877326450210566,0.0784313725490196,4
12541.0,841.1800000000002,-60,3,280.3933333333334,2011-10-11,3,3,3,333,Spain,0.028308619072258193,0.00980392156862745,0
12544.0,316.7,-274,1,316.7,2011-03-11,1,2,3,123,Spain,0.031974154141268814,0.0,0
12545.0,832.3899999999999,-76,2,416.19499999999994,2011-09-25,3,2,4,324,Spain,0.04201920771337345,0.004901960784313725,0
12546.0,1021.5000000000002,-47,2,510.7500000000001,2011-10-24,3,2,5,325,Spain,0.051565516980274874,0.004901960784313725,0
12547.0,151.8,-198,2,75.9,2011-05-26,1,2,1,121,Spain,0.0076628932722523,0.004901960784313725,0
12548.0,67.19999999999999,-167,1,67.19999999999999,2011-06-26,2,2,1,221,Spain,0.006784537916934841,0.0,0
12550.0,824.8299999999994,-80,1,824.8299999999994,2011-09-21,3,2,5,325,Spain,0.08327515491109169,0.0,3
12551.0,168.0,-358,1,168.0,2010-12-17,1,2,2,122,Spain,0.016961344792337105,0.0,0
12552.0,317.81999999999994,-40,1,317.81999999999994,2011-10-31,4,2,3,423,Italy,0.03208722977321773,0.0,0
12553.0,3278.2799999999997,0,10,327.828,2011-12-10,5,5,3,553,France,0.03309764131298981,0.044117647058823525,0
12556.0,599.5599999999997,-33,2,299.77999999999986,2011-11-07,4,2,3,423,Spain,0.030265904415754854,0.004901960784313725,0
12557.0,11990.96,-17,5,2398.192,2011-11-23,5,4,5,545,Spain,0.24212238922752682,0.0196078431372549,3
12558.0,269.96000000000004,-301,1,269.96000000000004,2011-02-12,1,2,3,123,USA,0.027255265715115034,0.0,0
12559.0,525.7099999999999,-311,2,262.85499999999996,2011-02-02,1,2,3,123,Germany,0.026537942174939103,0.004901960784313725,0
12560.0,1918.0100000000002,-144,2,959.0050000000001,2011-07-19,2,2,5,225,Germany,0.096821514658186,0.004901960784313725,3
12561.0,238.85,-69,1,238.85,2011-10-02,3,2,3,323,Germany,0.024114388116962603,0.0,0
12562.0,3385.740000000002,-23,7,483.67714285714317,2011-11-17,4,5,5,455,France,0.04883223088197914,0.029411764705882356,0
12564.0,402.9000000000001,-262,1,402.9000000000001,2011-03-23,1,2,4,124,France,0.04067693938590846,0.0,0
12565.0,145.92,-289,1,145.92,2011-02-24,1,2,1,121,Saudi Arabia,0.0147321394767728,0.0,0
12566.0,297.65000000000003,-87,1,297.65000000000003,2011-09-14,2,2,3,223,Germany,0.030050858794280596,0.0,0
12567.0,8322.939999999999,-23,11,756.630909090909,2011-11-17,4,5,5,455,France,0.07638974839065701,0.04901960784313726,3
12569.0,3152.69,0,32,98.5215625,2011-12-10,5,5,1,551,Germany,0.009946774946680295,0.15196078431372548,4
12571.0,519.6099999999999,-40,2,259.80499999999995,2011-10-31,4,2,3,423,France,0.02623001299864965,0.004901960784313725,0
12572.0,912.4200000000002,-52,2,456.2100000000001,2011-10-19,3,2,4,324,Germany,0.04605913754590543,0.004901960784313725,0
12573.0,160.54,-228,1,160.54,2011-04-26,1,2,2,122,France,0.016208180315248802,0.0,0
12574.0,182.45000000000002,-316,1,182.45000000000002,2011-01-28,1,2,2,122,France,0.018420222365249435,0.0,0
12576.0,1315.8299999999997,-130,5,263.16599999999994,2011-08-02,2,4,3,243,Poland,0.026569340854882058,0.0196078431372549,0
12577.0,591.45,-243,3,197.15,2011-04-11,1,3,2,132,France,0.019904340034578933,0.00980392156862745,0
12578.0,2402.5100000000007,-22,2,1201.2550000000003,2011-11-18,4,2,5,425,Italy,0.12127916808642211,0.004901960784313725,3
12579.0,386.41999999999996,-79,1,386.41999999999996,2011-09-22,3,2,4,324,France,0.039013112230088715,0.0,0
12580.0,379.7,-159,1,379.7,2011-07-04,2,2,4,224,Germany,0.03833465843839523,0.0,0
12581.0,179.70999999999998,-40,1,179.70999999999998,2011-10-31,4,2,2,422,Germany,0.018143590908517266,0.0,0
12582.0,351.3599999999999,-239,2,175.67999999999995,2011-04-15,1,2,2,122,Finland,0.01773672055427251,0.004901960784313725,0
12583.0,6705.379999999994,0,15,447.0253333333329,2011-12-10,5,5,4,554,France,0.04513185005700051,0.06862745098039216,4
12584.0,2241.3999999999996,-18,8,280.17499999999995,2011-11-22,4,5,3,453,Italy,0.028286576054720524,0.03431372549019608,0
12585.0,1824.099999999999,-235,2,912.0499999999995,2011-04-19,1,2,5,125,Germany,0.09208091974911338,0.004901960784313725,3
12586.0,196.94,-18,1,196.94,2011-11-22,4,2,2,422,Italy,0.01988313835358851,0.0,0
12587.0,104.0,-301,1,104.0,2011-02-12,1,2,1,121,Finland,0.010499880109542017,0.0,0
12588.0,174.9,-40,1,174.9,2011-10-31,4,2,2,422,Finland,0.017657971453450952,0.0,0
12589.0,574.6800000000001,-29,2,287.34000000000003,2011-11-11,4,2,3,423,France,0.029009957218036574,0.004901960784313725,0
12590.0,9341.260000000004,-5,1,9341.260000000004,2011-12-05,5,2,5,525,Germany,0.943097212231351,0.0,1
12591.0,368.84999999999985,-318,1,368.84999999999985,2011-01-26,1,2,4,124,Italy,0.03723923825389011,0.0,0
12592.0,401.59999999999997,-66,2,200.79999999999998,2011-10-05,3,2,2,322,Germany,0.020272845442269587,0.004901960784313725,0
12593.0,382.09999999999997,-109,3,127.36666666666666,2011-08-23,2,3,1,231,France,0.012858987788000015,0.00980392156862745,0
12594.0,3208.219999999998,-47,9,356.46888888888867,2011-10-24,3,5,4,354,Italy,0.03598923650110563,0.0392156862745098,0
12596.0,450.27,-36,2,225.135,2011-11-04,4,2,2,422,Spain,0.02272971642751675,0.004901960784313725,0
12597.0,3195.220000000001,-20,4,798.8050000000003,2011-11-20,4,4,5,445,Spain,0.08064766087406457,0.014705882352941176,3
12598.0,2807.079999999998,-10,7,401.0114285714283,2011-11-30,5,5,4,554,France,0.04048626848611702,0.029411764705882356,0
12599.0,888.5800000000004,-33,7,126.94000000000005,2011-11-07,4,5,1,451,France,0.012815911356781388,0.029411764705882356,0
12600.0,2311.04,-29,10,231.10399999999998,2011-11-11,4,5,2,452,Germany,0.02333234896957306,0.044117647058823525,0
12601.0,487.06,-39,5,97.412,2011-11-01,4,4,1,441,Germany,0.009834753088756799,0.0196078431372549,0
12602.0,153.12000000000003,0,1,153.12000000000003,2011-12-10,5,2,1,521,France,0.015459054253587252,0.0,0
12603.0,613.1999999999999,-22,1,613.1999999999999,2011-11-18,4,2,5,425,Germany,0.06190890849203043,0.0,0
12604.0,236.17999999999995,-80,2,118.08999999999997,2011-09-21,3,2,1,321,France,0.011922411943613622,0.004901960784313725,0
12607.0,1579.51,-61,1,1579.51,2011-10-10,3,2,5,325,USA,0.15946793876752607,0.0,3
12609.0,964.8500000000001,-79,3,321.61666666666673,2011-09-22,3,3,3,333,Germany,0.0324705427041398,0.00980392156862745,0
12610.0,1747.5400000000006,-23,4,436.88500000000016,2011-11-17,4,4,4,444,Italy,0.04410807809285833,0.014705882352941176,0
12611.0,1193.32,-53,1,1193.32,2011-10-18,3,2,5,325,Italy,0.12047804742614115,0.0,3
12612.0,668.0400000000001,-75,1,668.0400000000001,2011-09-26,3,2,5,325,Germany,0.06744557604210048,0.0,0
12613.0,3092.379999999998,-58,4,773.0949999999995,2011-10-13,3,4,5,345,Germany,0.07805196935852289,0.014705882352941176,3
12614.0,315.59999999999997,-160,1,315.59999999999997,2011-07-03,2,2,3,223,Germany,0.03186309771703327,0.0,0
12615.0,2093.1900000000005,-72,4,523.2975000000001,2011-09-29,3,4,5,345,France,0.05283231741945255,0.014705882352941176,0
12616.0,641.3000000000001,-215,2,320.65000000000003,2011-05-09,1,2,3,123,France,0.03237294766466008,0.004901960784313725,0
12617.0,352.9800000000002,-60,1,352.9800000000002,2011-10-11,3,2,4,324,France,0.0356369969333283,0.0,0
12618.0,137.31,-22,1,137.31,2011-11-18,4,2,1,421,Italy,0.013862870556165524,0.0,0
12619.0,2945.56,-17,8,368.195,2011-11-23,5,5,4,554,Germany,0.037173109201277144,0.03431372549019608,0
12620.0,1303.4099999999999,-15,3,434.46999999999997,2011-11-25,5,3,4,534,France,0.04386425876146846,0.00980392156862745,0
12621.0,12411.670000000004,-5,20,620.5835000000002,2011-12-05,5,5,5,555,Germany,0.0626543494996151,0.09313725490196079,4
12622.0,162.09999999999997,-233,1,162.09999999999997,2011-04-21,1,2,2,122,Germany,0.01636567851689193,0.0,0
12623.0,269.1,-129,1,269.1,2011-08-03,2,2,3,223,Germany,0.027168439783439975,0.0,0
12624.0,569.1300000000001,-107,2,284.56500000000005,2011-08-25,2,2,3,223,France,0.028729792147806008,0.004901960784313725,0
12625.0,2413.8199999999997,-5,2,1206.9099999999999,2011-12-05,5,2,5,525,Germany,0.12185009906737841,0.004901960784313725,3
